event_id,user_id,username,session_id,timestamp,event_type,location_city,device,is_repeat_session,session_number,account_balance_usd,recent_pages_viewed,recent_pricing_views,gender,time_on_page_sec,scroll_depth_pct,bounce_flag,spam_flag
e000202,u0011,jordan_m_11,s2846,2026-01-03T08:52:45,page_view,New York,mobile,1,4,960.06,14,1,undisclosed,117,16,0,0
e000203,u0011,jordan_m_11,s2846,2026-01-10T19:50:49,page_view,New York,desktop,1,4,960.06,14,1,undisclosed,52,10,0,0
e000204,u0011,jordan_m_11,s2846,2026-01-30T14:36:08,page_view,New York,mobile,1,4,960.06,14,1,undisclosed,80,47,0,0
e000205,u0011,jordan_m_11,s2846,2026-01-27T21:07:43,search,New York,desktop,1,4,960.06,14,1,undisclosed,0,,0,0
e000206,u0012,alex_chen_12,s2023,2026-01-04T23:59:54,doc_download,Toronto,mobile,0,1,690.74,14,1,female,0,,0,0
e000207,u0012,alex_chen_12,s2023,2026-01-05T17:08:15,search,Toronto,desktop,0,1,690.74,14,1,female,0,,0,0
e000208,u0012,alex_chen_12,s2023,2026-01-27T12:09:18,page_view,Toronto,desktop,0,1,690.74,14,1,female,12,44,0,0
e000209,u0012,alex_chen_12,s2023,2026-01-09T19:56:04,search,Toronto,desktop,0,1,690.74,14,1,female,0,,0,0
e000210,u0012,alex_chen_12,s2023,2026-01-09T21:20:29,page_view,Toronto,desktop,0,1,690.74,14,1,female,109,90,0,0
e000211,u0012,alex_chen_12,s2023,2026-01-03T18:49:41,page_view,Toronto,mobile,0,1,690.74,14,1,female,67,20,0,0
e000212,u0012,alex_chen_12,s2023,2026-01-15T18:33:12,page_view,Toronto,desktop,0,1,690.74,14,1,female,73,95,0,0
e000213,u0012,alex_chen_12,s9835,2026-01-16T23:28:44,page_view,Toronto,desktop,1,2,690.74,14,1,female,120,42,0,0
e000214,u0012,alex_chen_12,s9835,2026-01-25T09:55:24,page_view,Toronto,mobile,1,2,690.74,14,1,female,79,30,0,0
e000215,u0012,alex_chen_12,s9835,2026-01-09T02:00:51,search,Toronto,desktop,1,2,690.74,14,1,female,0,,0,0
e000216,u0012,alex_chen_12,s9835,2026-01-19T03:23:04,doc_download,Toronto,desktop,1,2,690.74,14,1,female,0,,0,0
e000217,u0012,alex_chen_12,s4648,2026-01-25T03:37:32,doc_download,Toronto,desktop,1,3,690.74,14,1,female,0,,0,0
e000218,u0012,alex_chen_12,s4648,2026-01-11T02:49:28,page_view,Toronto,mobile,1,3,690.74,14,1,female,32,26,0,0
e000219,u0012,alex_chen_12,s4648,2026-01-05T04:53:31,page_view,Toronto,mobile,1,3,690.74,14,1,female,12,87,0,0
e000220,u0012,alex_chen_12,s4648,2026-01-02T09:40:51,search,Toronto,desktop,1,3,690.74,14,1,female,0,,0,0
e000221,u0012,alex_chen_12,s4648,2026-01-06T20:26:53,page_view,Toronto,desktop,1,3,690.74,14,1,female,111,83,0,0
e000222,u0012,alex_chen_12,s4648,2026-01-06T02:36:53,chat_message,Toronto,mobile,1,3,690.74,14,1,female,0,,0,0
e000223,u0012,alex_chen_12,s3938,2026-01-11T01:58:15,demo_request_click,Toronto,desktop,1,4,690.74,14,1,female,0,,0,0
e000224,u0012,alex_chen_12,s3938,2026-01-14T15:37:07,search,Toronto,desktop,1,4,690.74,14,1,female,0,,0,0
e000225,u0012,alex_chen_12,s3938,2026-01-08T07:36:24,search,Toronto,mobile,1,4,690.74,14,1,female,0,,0,0
e000226,u0012,alex_chen_12,s1305,2026-01-28T12:49:21,demo_request_click,Toronto,desktop,1,5,690.74,14,1,female,0,,0,0
e000227,u0012,alex_chen_12,s1305,2026-01-11T16:30:26,demo_request_click,Toronto,desktop,1,5,690.74,14,1,female,0,,0,0
e000228,u0012,alex_chen_12,s1305,2026-01-17T21:10:26,demo_request_click,Toronto,desktop,1,5,690.74,14,1,female,0,,0,0
e000229,u0013,liam_h_13,s9149,2026-01-28T01:24:24,pricing_page_view,London,mobile,0,1,384.24,2,2,undisclosed,7,77,0,0
e000230,u0013,liam_h_13,s9149,2026-01-21T18:05:39,signup,London,desktop,0,1,384.24,2,2,undisclosed,0,,0,0
e000231,u0013,liam_h_13,s8015,2026-01-14T18:19:06,page_view,London,mobile,1,2,384.24,2,2,undisclosed,28,34,0,0
e000232,u0013,liam_h_13,s8015,2026-01-05T03:20:49,page_view,London,desktop,1,2,384.24,2,2,undisclosed,74,37,0,0
e000233,u0013,liam_h_13,s8015,2026-01-05T16:40:24,doc_download,London,mobile,1,2,384.24,2,2,undisclosed,0,,0,0
e000234,u0013,liam_h_13,s2913,2026-01-21T11:09:09,page_view,London,mobile,1,3,384.24,2,2,undisclosed,35,39,0,0
e000235,u0013,liam_h_13,s2913,2026-01-07T13:16:01,page_view,London,mobile,1,3,384.24,2,2,undisclosed,50,68,0,0
e000236,u0013,liam_h_13,s2913,2026-01-04T12:26:07,search,London,desktop,1,3,384.24,2,2,undisclosed,0,,0,0
e000237,u0013,liam_h_13,s2913,2026-01-08T19:22:43,search,London,mobile,1,3,384.24,2,2,undisclosed,0,,0,0
e000238,u0013,liam_h_13,s2913,2026-01-04T23:32:16,search,London,mobile,1,3,384.24,2,2,undisclosed,0,,0,0
e000239,u0013,liam_h_13,s2913,2026-01-26T06:26:10,doc_download,London,mobile,1,3,384.24,2,2,undisclosed,0,,0,0
e000240,u0013,liam_h_13,s2913,2026-01-30T05:22:25,doc_download,London,desktop,1,3,384.24,2,2,undisclosed,0,,0,0
e000241,u0013,liam_h_13,s3326,2026-01-04T21:51:09,search,London,desktop,1,4,384.24,2,2,undisclosed,0,,0,0
e000242,u0013,liam_h_13,s3326,2026-01-17T21:59:43,demo_request_click,London,mobile,1,4,384.24,2,2,undisclosed,0,,0,0
e000243,u0013,liam_h_13,s3326,2026-01-12T00:27:30,demo_request_click,London,mobile,1,4,384.24,2,2,undisclosed,0,,0,0
e000244,u0013,liam_h_13,s3326,2026-01-16T11:10:33,demo_request_click,London,mobile,1,4,384.24,2,2,undisclosed,0,,0,0
e000245,u0013,liam_h_13,s3326,2026-01-23T18:02:26,doc_download,London,mobile,1,4,384.24,2,2,undisclosed,0,,0,0
e000246,u0013,liam_h_13,s3326,2026-01-26T07:43:13,doc_download,London,desktop,1,4,384.24,2,2,undisclosed,0,,0,0
e000247,u0013,liam_h_13,s3326,2026-01-14T02:24:44,calendar_booking,London,desktop,1,4,384.24,2,2,undisclosed,0,,0,0
e000248,u0013,liam_h_13,s3926,2026-01-27T11:11:45,page_view,London,mobile,1,5,384.24,2,2,undisclosed,97,62,0,0
e000249,u0013,liam_h_13,s3926,2026-01-06T05:15:09,page_view,London,desktop,1,5,384.24,2,2,undisclosed,119,67,0,0
e000250,u0013,liam_h_13,s3926,2026-01-17T09:43:51,doc_download,London,mobile,1,5,384.24,2,2,undisclosed,0,,0,0
e000251,u0013,liam_h_13,s3926,2026-01-15T07:19:23,chat_message,London,desktop,1,5,384.24,2,2,undisclosed,0,,0,0
e000252,u0013,liam_h_13,s3926,2026-01-22T02:59:53,page_view,London,desktop,1,5,384.24,2,2,undisclosed,95,70,0,0
e000253,u0014,ethan_c_14,s1602,2026-01-16T08:10:29,calendar_booking,Toronto,mobile,0,1,46.1,13,5,non_binary,0,,0,0
e000254,u0014,ethan_c_14,s1602,2026-01-12T22:59:04,calendar_booking,Toronto,mobile,0,1,46.1,13,5,non_binary,0,,0,0
e000255,u0014,ethan_c_14,s1602,2026-01-27T02:47:12,pricing_page_view,Toronto,mobile,0,1,46.1,13,5,non_binary,10,30,0,0
e000256,u0014,ethan_c_14,s1602,2026-01-07T06:40:39,chat_message,Toronto,desktop,0,1,46.1,13,5,non_binary,0,,0,0
e000257,u0014,ethan_c_14,s1602,2026-01-19T16:18:47,calendar_booking,Toronto,mobile,0,1,46.1,13,5,non_binary,0,,0,0
e000258,u0014,ethan_c_14,s1602,2026-01-22T11:52:42,demo_request_click,Toronto,mobile,0,1,46.1,13,5,non_binary,0,,0,0
e000259,u0014,ethan_c_14,s1602,2026-01-05T23:51:00,demo_request_click,Toronto,mobile,0,1,46.1,13,5,non_binary,0,,0,0
e000260,u0014,ethan_c_14,s6951,2026-01-29T15:39:30,chat_message,Toronto,desktop,1,2,46.1,13,5,non_binary,0,,0,0
e000261,u0014,ethan_c_14,s6951,2026-01-09T05:58:15,pricing_page_view,Toronto,mobile,1,2,46.1,13,5,non_binary,65,83,0,0
e000262,u0014,ethan_c_14,s6951,2025-12-31T05:31:03,signup,Toronto,mobile,1,2,46.1,13,5,non_binary,0,,0,0
e000263,u0014,ethan_c_14,s6951,2026-01-24T06:20:36,calendar_booking,Toronto,desktop,1,2,46.1,13,5,non_binary,0,,0,0
e000264,u0014,ethan_c_14,s6951,2026-01-05T05:35:40,demo_request_click,Toronto,mobile,1,2,46.1,13,5,non_binary,0,,0,0
e000265,u0014,ethan_c_14,s6951,2026-01-13T21:01:05,demo_request_click,Toronto,mobile,1,2,46.1,13,5,non_binary,0,,0,0
e000266,u0014,ethan_c_14,s4436,2026-01-08T04:18:43,page_view,Toronto,mobile,1,3,46.1,13,5,non_binary,108,59,0,0
e000267,u0014,ethan_c_14,s4436,2026-01-22T05:23:31,doc_download,Toronto,mobile,1,3,46.1,13,5,non_binary,0,,0,0
e000268,u0014,ethan_c_14,s4436,2026-01-20T16:20:26,page_view,Toronto,mobile,1,3,46.1,13,5,non_binary,75,19,0,0
e000269,u0014,ethan_c_14,s4436,2026-01-22T23:06:12,page_view,Toronto,mobile,1,3,46.1,13,5,non_binary,55,75,0,0
e000270,u0014,ethan_c_14,s6810,2026-01-03T08:57:36,page_view,Toronto,mobile,1,4,46.1,13,5,non_binary,63,62,0,0
e000271,u0014,ethan_c_14,s6810,2026-01-30T11:00:44,page_view,Toronto,mobile,1,4,46.1,13,5,non_binary,93,56,0,0
e000272,u0015,ethan_c_15,s1693,2026-01-10T08:29:16,pricing_page_view,London,mobile,0,1,3.05,5,3,non_binary,48,90,0,0
e000273,u0015,ethan_c_15,s1693,2026-01-11T07:51:47,doc_download,London,desktop,0,1,3.05,5,3,non_binary,0,,0,0
e000274,u0015,ethan_c_15,s1693,2026-01-29T00:46:34,page_view,London,mobile,0,1,3.05,5,3,non_binary,45,35,0,0
e000275,u0015,ethan_c_15,s1693,2026-01-13T17:38:13,signup,London,mobile,0,1,3.05,5,3,non_binary,0,,0,0
e000276,u0015,ethan_c_15,s1693,2026-01-27T18:18:13,page_view,London,mobile,0,1,3.05,5,3,non_binary,12,16,0,0
e000277,u0015,ethan_c_15,s1693,2026-01-23T15:56:28,doc_download,London,desktop,0,1,3.05,5,3,non_binary,0,,0,0
e000278,u0015,ethan_c_15,s1693,2026-01-23T06:07:51,search,London,desktop,0,1,3.05,5,3,non_binary,0,,0,0
e000279,u0015,ethan_c_15,s1693,2026-01-28T10:49:51,search,London,desktop,0,1,3.05,5,3,non_binary,0,,0,0
e000280,u0015,ethan_c_15,s6641,2026-01-09T07:25:54,page_view,London,mobile,1,2,3.05,5,3,non_binary,70,57,0,0
e000281,u0015,ethan_c_15,s6641,2025-12-31T13:27:56,search,London,mobile,1,2,3.05,5,3,non_binary,0,,0,0
e000282,u0015,ethan_c_15,s6641,2026-01-12T05:47:16,pricing_page_view,London,desktop,1,2,3.05,5,3,non_binary,42,45,0,0
e000283,u0015,ethan_c_15,s6641,2026-01-07T21:11:45,page_view,London,mobile,1,2,3.05,5,3,non_binary,13,27,0,0
e000284,u0015,ethan_c_15,s6641,2026-01-30T06:29:29,page_view,London,mobile,1,2,3.05,5,3,non_binary,42,44,0,0
e000285,u0015,ethan_c_15,s9136,2025-12-31T22:15:58,page_view,London,mobile,1,3,3.05,5,3,non_binary,85,64,0,0
e000286,u0015,ethan_c_15,s9136,2026-01-02T00:02:36,chat_message,London,mobile,1,3,3.05,5,3,non_binary,0,,0,0
e000287,u0015,ethan_c_15,s9136,2026-01-29T03:49:27,pricing_page_view,London,mobile,1,3,3.05,5,3,non_binary,33,90,0,0
e000288,u0016,maya_g_16,s9551,2026-01-14T15:36:32,pricing_page_view,London,desktop,0,1,268.85,0,0,non_binary,43,22,1,0
e000289,u0016,maya_g_16,s2695,2026-01-15T16:17:39,page_view,London,mobile,1,2,268.85,0,0,non_binary,49,22,0,0
e000290,u0016,maya_g_16,s2695,2026-01-02T12:48:40,search,London,mobile,1,2,268.85,0,0,non_binary,0,,0,0
e000291,u0016,maya_g_16,s2695,2026-01-15T09:54:07,page_view,London,desktop,1,2,268.85,0,0,non_binary,17,19,0,0
e000292,u0016,maya_g_16,s2695,2026-01-24T21:48:35,search,London,mobile,1,2,268.85,0,0,non_binary,0,,0,0
e000293,u0016,maya_g_16,s2695,2026-01-18T17:36:03,chat_message,London,mobile,1,2,268.85,0,0,non_binary,0,,0,0
e000294,u0016,maya_g_16,s9530,2026-01-27T05:05:29,search,London,mobile,1,3,268.85,0,0,non_binary,0,,0,0
e000295,u0016,maya_g_16,s9530,2026-01-08T02:51:36,chat_message,London,mobile,1,3,268.85,0,0,non_binary,0,,0,0
e000296,u0016,maya_g_16,s9530,2026-01-19T21:47:14,pricing_page_view,London,mobile,1,3,268.85,0,0,non_binary,38,9,0,0
e000297,u0016,maya_g_16,s9530,2026-01-12T09:34:36,pricing_page_view,London,desktop,1,3,268.85,0,0,non_binary,89,16,0,0
e000298,u0016,maya_g_16,s9530,2026-01-22T20:06:10,doc_download,London,mobile,1,3,268.85,0,0,non_binary,0,,0,0
e000299,u0016,maya_g_16,s9530,2026-01-06T20:36:40,page_view,London,mobile,1,3,268.85,0,0,non_binary,47,57,0,0
e000300,u0016,maya_g_16,s9530,2026-01-05T18:41:09,page_view,London,desktop,1,3,268.85,0,0,non_binary,118,97,0,0
e000301,u0016,maya_g_16,s9530,2026-01-27T05:30:37,page_view,London,desktop,1,3,268.85,0,0,non_binary,52,80,0,0
e000302,u0016,maya_g_16,s3685,2026-01-17T23:07:30,doc_download,London,mobile,1,4,268.85,0,0,non_binary,0,,0,0
e000303,u0016,maya_g_16,s3685,2026-01-14T18:49:52,chat_message,London,mobile,1,4,268.85,0,0,non_binary,0,,0,0
e000304,u0016,maya_g_16,s3685,2026-01-27T18:03:11,calendar_booking,London,mobile,1,4,268.85,0,0,non_binary,0,,0,0
e000305,u0016,maya_g_16,s3685,2026-01-10T04:14:46,pricing_page_view,London,mobile,1,4,268.85,0,0,non_binary,39,36,0,0
e000306,u0016,maya_g_16,s3685,2026-01-11T10:01:43,demo_request_click,London,desktop,1,4,268.85,0,0,non_binary,0,,0,0
e000307,u0016,maya_g_16,s3685,2026-01-18T13:07:08,page_view,London,desktop,1,4,268.85,0,0,non_binary,90,59,0,0
e000308,u0016,maya_g_16,s3685,2026-01-30T03:15:17,chat_message,London,desktop,1,4,268.85,0,0,non_binary,0,,0,0
e000309,u0016,maya_g_16,s3685,2026-01-28T00:56:32,page_view,London,mobile,1,4,268.85,0,0,non_binary,92,78,0,0
e000310,u0017,maya_g_17,s3831,2026-01-01T12:22:41,pricing_page_view,New York,mobile,0,1,208.37,1,0,undisclosed,34,39,0,0
e000311,u0017,maya_g_17,s3831,2026-01-21T21:58:59,page_view,New York,mobile,0,1,208.37,1,0,undisclosed,18,34,0,0
e000312,u0017,maya_g_17,s3831,2026-01-22T15:41:10,page_view,New York,mobile,0,1,208.37,1,0,undisclosed,86,22,0,0
e000313,u0017,maya_g_17,s3831,2026-01-23T13:45:50,page_view,New York,desktop,0,1,208.37,1,0,undisclosed,105,67,0,0
e000314,u0017,maya_g_17,s3831,2026-01-27T05:34:51,page_view,New York,desktop,0,1,208.37,1,0,undisclosed,5,86,0,0
e000315,u0017,maya_g_17,s5234,2026-01-22T07:18:33,doc_download,New York,desktop,1,2,208.37,1,0,undisclosed,0,,0,0
e000316,u0017,maya_g_17,s5234,2026-01-28T06:34:36,pricing_page_view,New York,mobile,1,2,208.37,1,0,undisclosed,106,43,0,0
e000317,u0017,maya_g_17,s5234,2026-01-28T19:17:05,page_view,New York,desktop,1,2,208.37,1,0,undisclosed,116,48,0,0
e000318,u0017,maya_g_17,s5234,2026-01-12T20:35:17,page_view,New York,mobile,1,2,208.37,1,0,undisclosed,114,29,0,0
e000319,u0017,maya_g_17,s5234,2026-01-19T13:35:15,chat_message,New York,mobile,1,2,208.37,1,0,undisclosed,0,,0,0
e000320,u0017,maya_g_17,s6274,2026-01-26T19:14:18,search,New York,desktop,1,3,208.37,1,0,undisclosed,0,,1,0
e000321,u0017,maya_g_17,s6880,2026-01-20T03:29:05,page_view,New York,desktop,1,4,208.37,1,0,undisclosed,48,64,0,0
e000322,u0017,maya_g_17,s6880,2026-01-09T07:40:16,page_view,New York,mobile,1,4,208.37,1,0,undisclosed,119,15,0,0
e000323,u0017,maya_g_17,s6880,2026-01-24T04:55:56,search,New York,mobile,1,4,208.37,1,0,undisclosed,0,,0,0
e000324,u0017,maya_g_17,s6880,2026-01-17T21:34:36,chat_message,New York,desktop,1,4,208.37,1,0,undisclosed,0,,0,0
e000325,u0017,maya_g_17,s6880,2026-01-16T08:27:19,search,New York,desktop,1,4,208.37,1,0,undisclosed,0,,0,0
e000326,u0017,maya_g_17,s6880,2026-01-07T01:45:57,page_view,New York,mobile,1,4,208.37,1,0,undisclosed,91,8,0,0
e000327,u0017,maya_g_17,s6880,2026-01-20T11:49:06,search,New York,desktop,1,4,208.37,1,0,undisclosed,0,,0,0
e000328,u0017,maya_g_17,s8956,2026-01-21T12:36:51,chat_message,New York,mobile,1,5,208.37,1,0,undisclosed,0,,0,0
e000329,u0017,maya_g_17,s8956,2026-01-14T14:02:58,search,New York,mobile,1,5,208.37,1,0,undisclosed,0,,0,0
e000330,u0017,maya_g_17,s8956,2026-01-27T16:35:24,page_view,New York,mobile,1,5,208.37,1,0,undisclosed,35,33,0,0
e000331,u0017,maya_g_17,s8956,2026-01-15T20:33:44,chat_message,New York,desktop,1,5,208.37,1,0,undisclosed,0,,0,0
e000332,u0017,maya_g_17,s8956,2026-01-06T10:10:40,page_view,New York,desktop,1,5,208.37,1,0,undisclosed,42,48,0,0
e000333,u0017,maya_g_17,s8956,2026-01-18T09:58:40,page_view,New York,desktop,1,5,208.37,1,0,undisclosed,116,10,0,0
e000334,u0017,maya_g_17,s8956,2026-01-04T11:39:20,page_view,New York,mobile,1,5,208.37,1,0,undisclosed,60,93,0,0
e000335,u0017,maya_g_17,s8956,2026-01-16T01:16:22,search,New York,desktop,1,5,208.37,1,0,undisclosed,0,,0,0
e000336,u0018,daniel_r_18,s9088,2026-01-05T08:34:11,search,London,desktop,0,1,79.69,10,3,non_binary,0,,0,0
e000337,u0018,daniel_r_18,s9088,2026-01-26T14:09:18,signup,London,desktop,0,1,79.69,10,3,non_binary,0,,0,0
e000338,u0018,daniel_r_18,s9088,2026-01-28T08:31:49,search,London,desktop,0,1,79.69,10,3,non_binary,0,,0,0
e000339,u0019,ethan_c_19,s1244,2026-01-06T17:59:07,page_view,Toronto,mobile,0,1,406.89,15,3,non_binary,61,49,0,0
e000340,u0019,ethan_c_19,s1244,2025-12-31T04:36:04,page_view,Toronto,mobile,0,1,406.89,15,3,non_binary,106,10,0,0
e000341,u0019,ethan_c_19,s1244,2026-01-28T00:36:30,page_view,Toronto,mobile,0,1,406.89,15,3,non_binary,17,66,0,0
e000342,u0019,ethan_c_19,s1244,2026-01-24T21:17:47,doc_download,Toronto,mobile,0,1,406.89,15,3,non_binary,0,,0,0
e000343,u0019,ethan_c_19,s1244,2026-01-13T09:21:32,page_view,Toronto,mobile,0,1,406.89,15,3,non_binary,95,83,0,0
e000344,u0019,ethan_c_19,s1244,2026-01-20T01:57:55,demo_request_click,Toronto,desktop,0,1,406.89,15,3,non_binary,0,,0,0
e000345,u0019,ethan_c_19,s7748,2026-01-14T09:56:33,search,Toronto,desktop,1,2,406.89,15,3,non_binary,0,,0,0
e000346,u0019,ethan_c_19,s7748,2026-01-16T17:12:08,page_view,Toronto,mobile,1,2,406.89,15,3,non_binary,70,71,0,0
e000347,u0019,ethan_c_19,s7748,2026-01-11T15:50:38,search,Toronto,mobile,1,2,406.89,15,3,non_binary,0,,0,0
e000348,u0020,nina_d_20,s2004,2026-01-10T03:57:09,page_view,Bangalore,mobile,0,1,196.83,5,1,male,22,21,0,0
e000349,u0020,nina_d_20,s2004,2026-01-26T11:24:34,search,Bangalore,mobile,0,1,196.83,5,1,male,0,,0,0
e000350,u0020,nina_d_20,s2004,2026-01-10T02:41:55,page_view,Bangalore,mobile,0,1,196.83,5,1,male,97,89,0,0
e000351,u0020,nina_d_20,s2004,2026-01-05T20:36:11,page_view,Bangalore,mobile,0,1,196.83,5,1,male,82,94,0,0
e000352,u0020,nina_d_20,s2004,2026-01-20T08:27:50,page_view,Bangalore,mobile,0,1,196.83,5,1,male,87,24,0,0
e000353,u0020,nina_d_20,s2004,2026-01-24T01:16:53,page_view,Bangalore,desktop,0,1,196.83,5,1,male,96,93,0,0
e000354,u0020,nina_d_20,s5709,2026-01-25T20:21:51,page_view,Bangalore,desktop,1,2,196.83,5,1,male,62,38,0,0
e000355,u0020,nina_d_20,s5709,2026-01-16T18:24:44,search,Bangalore,mobile,1,2,196.83,5,1,male,0,,0,0
e000356,u0020,nina_d_20,s5709,2026-01-20T08:46:44,chat_message,Bangalore,mobile,1,2,196.83,5,1,male,0,,0,0
e000357,u0020,nina_d_20,s9512,2026-01-08T13:22:08,page_view,Bangalore,desktop,1,3,196.83,5,1,male,44,14,0,0
e000358,u0020,nina_d_20,s9512,2026-01-17T20:21:19,search,Bangalore,mobile,1,3,196.83,5,1,male,0,,0,0
e000359,u0020,nina_d_20,s9512,2025-12-31T17:09:45,signup,Bangalore,desktop,1,3,196.83,5,1,male,0,,0,0
e000360,u0020,nina_d_20,s3641,2026-01-25T17:20:49,page_view,Bangalore,mobile,1,4,196.83,5,1,male,67,71,0,0
e000361,u0020,nina_d_20,s3641,2026-01-05T21:39:34,chat_message,Bangalore,mobile,1,4,196.83,5,1,male,0,,0,0
e000362,u0021,jordan_m_21,s6202,2026-01-11T08:15:23,search,Toronto,desktop,0,1,0.0,1,0,non_binary,0,,0,0
e000363,u0021,jordan_m_21,s6202,2026-01-08T05:28:14,page_view,Toronto,mobile,0,1,0.0,1,0,non_binary,90,51,0,0
e000364,u0021,jordan_m_21,s2699,2026-01-28T06:14:18,calendar_booking,Toronto,mobile,1,2,0.0,1,0,non_binary,0,,0,0
e000365,u0021,jordan_m_21,s2699,2026-01-23T04:14:35,demo_request_click,Toronto,desktop,1,2,0.0,1,0,non_binary,0,,0,0
e000366,u0021,jordan_m_21,s2699,2026-01-14T17:35:16,search,Toronto,desktop,1,2,0.0,1,0,non_binary,0,,0,0
e000367,u0021,jordan_m_21,s6530,2026-01-23T10:09:22,search,Toronto,mobile,1,3,0.0,1,0,non_binary,0,,0,0
e000368,u0021,jordan_m_21,s6530,2026-01-14T19:51:40,page_view,Toronto,mobile,1,3,0.0,1,0,non_binary,44,67,0,0
e000369,u0021,jordan_m_21,s6530,2026-01-19T17:52:08,page_view,Toronto,desktop,1,3,0.0,1,0,non_binary,91,43,0,0
e000370,u0021,jordan_m_21,s6530,2026-01-08T01:30:22,page_view,Toronto,desktop,1,3,0.0,1,0,non_binary,30,86,0,0
e000371,u0021,jordan_m_21,s6530,2026-01-24T21:26:10,page_view,Toronto,desktop,1,3,0.0,1,0,non_binary,78,29,0,0
e000372,u0021,jordan_m_21,s6530,2026-01-27T23:13:14,search,Toronto,desktop,1,3,0.0,1,0,non_binary,0,,0,0
e000373,u0021,jordan_m_21,s6530,2025-12-31T02:17:55,page_view,Toronto,mobile,1,3,0.0,1,0,non_binary,22,23,0,0
e000374,u0022,ethan_c_22,s9162,2026-01-27T09:15:54,page_view,Bangalore,desktop,0,1,344.9,4,4,undisclosed,51,26,0,0
e000375,u0022,ethan_c_22,s9162,2026-01-03T07:40:16,search,Bangalore,mobile,0,1,344.9,4,4,undisclosed,0,,0,0
e000376,u0022,ethan_c_22,s9162,2026-01-25T20:52:43,demo_request_click,Bangalore,desktop,0,1,344.9,4,4,undisclosed,0,,0,0
e000377,u0022,ethan_c_22,s9946,2026-01-01T11:30:47,page_view,Bangalore,desktop,1,2,344.9,4,4,undisclosed,23,16,0,0
e000378,u0022,ethan_c_22,s9946,2026-01-12T04:16:44,page_view,Bangalore,desktop,1,2,344.9,4,4,undisclosed,43,23,0,0
e000379,u0022,ethan_c_22,s9946,2026-01-05T08:10:02,search,Bangalore,mobile,1,2,344.9,4,4,undisclosed,0,,0,0
e000380,u0022,ethan_c_22,s9946,2026-01-11T06:05:03,search,Bangalore,mobile,1,2,344.9,4,4,undisclosed,0,,0,0
e000381,u0022,ethan_c_22,s9946,2026-01-10T04:20:35,page_view,Bangalore,mobile,1,2,344.9,4,4,undisclosed,94,31,0,0
e000382,u0022,ethan_c_22,s9946,2026-01-29T21:30:11,chat_message,Bangalore,mobile,1,2,344.9,4,4,undisclosed,0,,0,0
e000383,u0022,ethan_c_22,s9946,2026-01-27T04:39:55,page_view,Bangalore,mobile,1,2,344.9,4,4,undisclosed,49,40,0,0
e000384,u0023,emma_w_23,s9596,2026-01-03T22:58:08,page_view,Toronto,desktop,0,1,279.75,4,3,female,15,50,0,0
e000385,u0023,emma_w_23,s9596,2026-01-11T10:49:11,page_view,Toronto,desktop,0,1,279.75,4,3,female,80,28,0,0
e000386,u0023,emma_w_23,s9596,2026-01-14T18:10:51,doc_download,Toronto,mobile,0,1,279.75,4,3,female,0,,0,0
e000387,u0023,emma_w_23,s9596,2026-01-15T06:27:24,demo_request_click,Toronto,desktop,0,1,279.75,4,3,female,0,,0,0
e000388,u0023,emma_w_23,s9596,2026-01-24T19:47:07,search,Toronto,desktop,0,1,279.75,4,3,female,0,,0,0
e000389,u0023,emma_w_23,s9596,2026-01-19T13:25:16,page_view,Toronto,mobile,0,1,279.75,4,3,female,14,12,0,0
e000390,u0023,emma_w_23,s9596,2026-01-12T21:54:58,page_view,Toronto,mobile,0,1,279.75,4,3,female,99,52,0,0
e000391,u0023,emma_w_23,s9596,2026-01-10T16:44:21,page_view,Toronto,desktop,0,1,279.75,4,3,female,78,5,0,0
e000392,u0023,emma_w_23,s3820,2026-01-03T22:19:17,page_view,Toronto,mobile,1,2,279.75,4,3,female,14,75,0,0
e000393,u0023,emma_w_23,s3820,2026-01-19T15:58:10,search,Toronto,mobile,1,2,279.75,4,3,female,0,,0,0
e000394,u0023,emma_w_23,s4810,2026-01-25T06:53:35,page_view,Toronto,mobile,1,3,279.75,4,3,female,119,91,0,0
e000395,u0023,emma_w_23,s4810,2026-01-29T06:56:31,pricing_page_view,Toronto,mobile,1,3,279.75,4,3,female,44,22,0,0
e000396,u0023,emma_w_23,s4810,2026-01-09T12:33:08,page_view,Toronto,desktop,1,3,279.75,4,3,female,93,6,0,0
e000397,u0023,emma_w_23,s4810,2026-01-12T09:44:12,page_view,Toronto,desktop,1,3,279.75,4,3,female,106,59,0,0
e000398,u0023,emma_w_23,s4810,2026-01-14T16:09:36,page_view,Toronto,mobile,1,3,279.75,4,3,female,29,15,0,0
e000399,u0023,emma_w_23,s4810,2026-01-05T14:47:34,search,Toronto,mobile,1,3,279.75,4,3,female,0,,0,0
e000400,u0023,emma_w_23,s9457,2026-01-06T22:19:23,calendar_booking,Toronto,desktop,1,4,279.75,4,3,female,0,,0,0
e000401,u0023,emma_w_23,s9457,2026-01-12T09:41:33,doc_download,Toronto,desktop,1,4,279.75,4,3,female,0,,0,0
e000402,u0023,emma_w_23,s9457,2026-01-03T12:34:22,doc_download,Toronto,desktop,1,4,279.75,4,3,female,0,,0,0
e000403,u0023,emma_w_23,s9457,2026-01-10T18:12:07,demo_request_click,Toronto,desktop,1,4,279.75,4,3,female,0,,0,0
