user_id,username,location_city,gender,primary_device,account_balance_usd,recent_pages_viewed,recent_pricing_views,total_events,total_sessions,repeat_sessions,repeat_session_rate,bounces,bounce_rate,spam_sessions,spam_rate,page_views,pricing_page_views,search_events,chat_messages,doc_downloads,demo_request_clicks,signups,calendar_bookings,last_event_ts,days_since_last_event,converted,score,score_label,explanation,feature_contributions
u0048,priya_p_48,Bangalore,non_binary,desktop,142.7,8,1,12,2,1,0.5,0,0.0,0,0.0,6,0,3,2,1,0,0,0,2026-01-29 16:49:41+00:00,1.3378722181481482,0,10.36,low,repeat_session_rate (+3.7 pts) + account_balance_usd (+3.6 pts) + page_views (+2.0 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 0.0, ""page_views"": 2.0, ""repeat_session_rate"": 3.694, ""account_balance_usd"": 3.602, ""recent_pages_viewed"": 1.067}"
u0049,emma_w_49,New York,non_binary,desktop,338.92,1,0,9,3,2,0.6666666666666666,1,0.3333333333333333,0,0.0,3,0,4,1,1,0,0,0,2026-01-28 06:50:26+00:00,2.7540180514814816,0,9.83,low,repeat_session_rate (+4.5 pts) + account_balance_usd (+4.2 pts) + page_views (+1.0 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 0.0, ""page_views"": 1.0, ""repeat_session_rate"": 4.469, ""account_balance_usd"": 4.226, ""recent_pages_viewed"": 0.133}"
u0050,ethan_c_50,New York,male,desktop,85.79,12,5,17,3,2,0.6666666666666666,0,0.0,0,0.0,11,0,1,2,2,0,1,0,2026-01-30 03:46:36+00:00,0.8816800885185185,0,43.05,medium,signups (+30.0 pts) + repeat_session_rate (+4.5 pts) + page_views (+3.7 pts),"{""signups"": 30.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 0.0, ""page_views"": 3.667, ""repeat_session_rate"": 4.547, ""account_balance_usd"": 3.236, ""recent_pages_viewed"": 1.6}"
u0051,chris_j_51,Toronto,undisclosed,desktop,653.4,3,3,15,4,3,0.75,1,0.25,0,0.0,6,3,2,2,1,1,0,0,2026-01-30 08:19:14+00:00,0.6923513848148148,0,20.62,low,repeat_session_rate (+5.0 pts) + pricing_page_views (+4.8 pts) + account_balance_usd (+4.7 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 3.75, ""pricing_page_views"": 4.8, ""page_views"": 2.0, ""repeat_session_rate"": 4.971, ""account_balance_usd"": 4.701, ""recent_pages_viewed"": 0.4}"
u0052,noah_b_52,New York,male,desktop,41.87,8,0,7,2,1,0.5,1,0.5,0,0.0,4,1,1,1,0,0,0,0,2026-01-16 22:14:28+00:00,14.112328236666666,0,9.89,low,repeat_session_rate (+3.2 pts) + account_balance_usd (+2.7 pts) + pricing_page_views (+1.6 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 1.6, ""page_views"": 1.333, ""repeat_session_rate"": 3.162, ""account_balance_usd"": 2.725, ""recent_pages_viewed"": 1.067}"
u0053,maya_g_53,San Francisco,undisclosed,desktop,0.0,13,4,12,3,2,0.6666666666666666,0,0.0,0,0.0,5,1,4,1,1,0,0,0,2026-01-29 21:35:43+00:00,1.1392379588888888,0,9.54,low,repeat_session_rate (+4.5 pts) + recent_pages_viewed (+1.7 pts) + page_views (+1.7 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 1.6, ""page_views"": 1.667, ""repeat_session_rate"": 4.536, ""account_balance_usd"": 0.0, ""recent_pages_viewed"": 1.733}"
u0054,liam_h_54,London,non_binary,desktop,606.15,7,0,11,4,3,0.75,1,0.25,0,0.0,6,0,1,2,2,0,0,0,2026-01-27 01:34:30+00:00,3.973416199629629,0,12.41,low,repeat_session_rate (+4.8 pts) + account_balance_usd (+4.6 pts) + page_views (+2.0 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 0.0, ""page_views"": 2.0, ""repeat_session_rate"": 4.834, ""account_balance_usd"": 4.647, ""recent_pages_viewed"": 0.933}"
u0055,liam_h_55,London,non_binary,desktop,263.08,6,0,4,1,0,0.0,0,0.0,0,0.0,1,1,1,0,1,0,0,0,2026-01-29 08:26:39+00:00,1.6872009218518518,0,7.96,low,account_balance_usd (+4.0 pts) + pricing_page_views (+1.6 pts) + repeat_session_rate (+1.2 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 1.6, ""page_views"": 0.333, ""repeat_session_rate"": 1.18, ""account_balance_usd"": 4.043, ""recent_pages_viewed"": 0.8}"
u0056,sarah_k_56,San Francisco,male,desktop,492.52,15,2,15,2,1,0.5,0,0.0,0,0.0,2,1,4,2,2,0,1,3,2026-01-30 19:13:52+00:00,0.23774490333333334,1,72.5,high,signups (+30.0 pts) + calendar_bookings (+30.0 pts) + account_balance_usd (+4.5 pts),"{""signups"": 30.0, ""calendar_bookings"": 30.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 1.6, ""page_views"": 0.667, ""repeat_session_rate"": 3.74, ""account_balance_usd"": 4.496, ""recent_pages_viewed"": 2.0}"
u0057,mike_t_57,London,undisclosed,desktop,390.04,5,0,19,3,2,0.6666666666666666,0,0.0,0,0.0,10,2,5,1,1,0,0,0,2026-01-25 19:52:35+00:00,5.210858329259259,0,15.89,low,repeat_session_rate (+4.4 pts) + account_balance_usd (+4.3 pts) + page_views (+3.3 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 3.2, ""page_views"": 3.333, ""repeat_session_rate"": 4.366, ""account_balance_usd"": 4.328, ""recent_pages_viewed"": 0.667}"
u0058,priya_p_58,London,male,desktop,0.0,2,0,8,2,1,0.5,0,0.0,0,0.0,5,2,0,0,1,0,0,0,2026-01-27 15:38:20+00:00,3.387420829259259,0,8.74,low,repeat_session_rate (+3.6 pts) + pricing_page_views (+3.2 pts) + page_views (+1.7 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 3.2, ""page_views"": 1.667, ""repeat_session_rate"": 3.609, ""account_balance_usd"": 0.0, ""recent_pages_viewed"": 0.267}"
u0059,priya_p_59,London,non_binary,mobile,0.0,11,1,7,1,0,0.0,0,0.0,0,0.0,0,3,0,1,2,1,0,0,2026-01-30 21:23:05+00:00,0.14801110703703704,0,11.26,low,pricing_page_views (+4.8 pts) + demo_request_clicks (+3.8 pts) + recent_pages_viewed (+1.5 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 3.75, ""pricing_page_views"": 4.8, ""page_views"": 0.0, ""repeat_session_rate"": 1.244, ""account_balance_usd"": 0.0, ""recent_pages_viewed"": 1.467}"
u0060,nina_d_60,San Francisco,undisclosed,mobile,0.0,8,4,23,4,3,0.75,0,0.0,0,0.0,9,1,7,2,4,0,0,0,2026-01-30 18:45:51+00:00,0.25720092185185184,0,10.66,low,repeat_session_rate (+5.0 pts) + page_views (+3.0 pts) + pricing_page_views (+1.6 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 1.6, ""page_views"": 3.0, ""repeat_session_rate"": 4.989, ""account_balance_usd"": 0.0, ""recent_pages_viewed"": 1.067}"
u0061,guest_61,San Francisco,undisclosed,desktop,822.71,6,3,10,3,2,0.6666666666666666,0,0.0,0,0.0,3,1,0,0,1,0,4,1,2026-01-29 12:01:57+00:00,1.537687032962963,1,72.79,high,signups (+30.0 pts) + calendar_bookings (+30.0 pts) + account_balance_usd (+4.9 pts),"{""signups"": 30.0, ""calendar_bookings"": 30.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 1.6, ""page_views"": 1.0, ""repeat_session_rate"": 4.519, ""account_balance_usd"": 4.868, ""recent_pages_viewed"": 0.8}"
u0062,chris_j_62,Bangalore,female,desktop,670.53,11,4,8,2,1,0.5,0,0.0,0,0.0,3,0,4,0,1,0,0,0,2026-01-28 17:25:35+00:00,2.3129416625925927,0,10.84,low,account_balance_usd (+4.7 pts) + repeat_session_rate (+3.7 pts) + recent_pages_viewed (+1.5 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 0.0, ""page_views"": 1.0, ""repeat_session_rate"": 3.654, ""account_balance_usd"": 4.72, ""recent_pages_viewed"": 1.467}"
u0063,mike_t_63,Toronto,male,mobile,293.1,13,5,5,1,0,0.0,0,0.0,0,0.0,3,1,1,0,0,0,0,0,2026-01-26 16:45:17+00:00,4.3409277737037035,0,9.52,low,account_balance_usd (+4.1 pts) + recent_pages_viewed (+1.7 pts) + pricing_page_views (+1.6 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 1.6, ""page_views"": 1.0, ""repeat_session_rate"": 1.069, ""account_balance_usd"": 4.121, ""recent_pages_viewed"": 1.733}"
u0064,liam_h_64,San Francisco,female,desktop,52.37,4,0,11,2,1,0.5,0,0.0,0,0.0,6,1,2,1,0,0,1,0,2026-01-26 22:54:40+00:00,4.084411569999999,0,40.6,medium,signups (+30.0 pts) + repeat_session_rate (+3.6 pts) + account_balance_usd (+2.9 pts),"{""signups"": 30.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 1.6, ""page_views"": 2.0, ""repeat_session_rate"": 3.58, ""account_balance_usd"": 2.884, ""recent_pages_viewed"": 0.533}"
u0065,guest_65,Bangalore,female,desktop,66.03,2,2,21,5,4,0.8,1,0.2,0,0.0,11,2,5,2,0,0,1,0,2026-01-28 04:07:08+00:00,2.867420829259259,0,45.18,medium,signups (+30.0 pts) + repeat_session_rate (+5.0 pts) + page_views (+3.7 pts),"{""signups"": 30.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 3.2, ""page_views"": 3.667, ""repeat_session_rate"": 5.0, ""account_balance_usd"": 3.049, ""recent_pages_viewed"": 0.267}"
u0066,guest_66,London,undisclosed,mobile,150.72,6,2,10,3,2,0.6666666666666666,1,0.3333333333333333,0,0.0,8,1,0,1,0,0,0,0,2026-01-29 13:50:03+00:00,1.4626175885185184,0,13.23,low,repeat_session_rate (+4.5 pts) + account_balance_usd (+3.6 pts) + page_views (+2.7 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 1.6, ""page_views"": 2.667, ""repeat_session_rate"": 4.522, ""account_balance_usd"": 3.641, ""recent_pages_viewed"": 0.8}"
u0067,guest_67,New York,male,desktop,464.48,12,5,13,3,2,0.6666666666666666,0,0.0,0,0.0,6,1,3,0,2,0,1,0,2026-01-27 02:57:52+00:00,3.915522681111111,0,44.07,medium,signups (+30.0 pts) + account_balance_usd (+4.5 pts) + repeat_session_rate (+4.4 pts),"{""signups"": 30.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 1.6, ""page_views"": 2.0, ""repeat_session_rate"": 4.42, ""account_balance_usd"": 4.454, ""recent_pages_viewed"": 1.6}"
u0068,sarah_k_68,San Francisco,non_binary,desktop,452.77,5,5,21,4,3,0.75,0,0.0,0,0.0,11,1,4,3,2,0,0,0,2026-01-27 12:42:29+00:00,3.5095388848148144,0,15.22,low,repeat_session_rate (+4.9 pts) + account_balance_usd (+4.4 pts) + page_views (+3.7 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 1.6, ""page_views"": 3.667, ""repeat_session_rate"": 4.854, ""account_balance_usd"": 4.435, ""recent_pages_viewed"": 0.667}"
u0069,guest_69,Toronto,female,mobile,199.41,0,0,23,5,4,0.8,0,0.0,0,0.0,15,0,4,2,1,0,1,0,2026-01-30 22:23:19+00:00,0.10618240333333334,0,43.84,medium,signups (+30.0 pts) + page_views (+5.0 pts) + repeat_session_rate (+5.0 pts),"{""signups"": 30.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 0.0, ""page_views"": 5.0, ""repeat_session_rate"": 5.0, ""account_balance_usd"": 3.843, ""recent_pages_viewed"": 0.0}"
u0070,mike_t_70,Bangalore,undisclosed,mobile,187.97,2,2,3,1,0,0.0,0,0.0,0,0.0,1,1,0,0,1,0,0,0,2026-01-24 18:18:27+00:00,6.27622869962963,0,6.99,low,account_balance_usd (+3.8 pts) + pricing_page_views (+1.6 pts) + repeat_session_rate (+1.0 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 1.6, ""page_views"": 0.333, ""repeat_session_rate"": 0.988, ""account_balance_usd"": 3.8, ""recent_pages_viewed"": 0.267}"
u0071,emma_w_71,London,female,desktop,689.69,4,1,17,4,3,0.75,1,0.25,0,0.0,9,2,2,1,1,0,1,1,2026-01-29 21:47:23+00:00,1.1311361070370372,1,76.43,high,signups (+30.0 pts) + calendar_bookings (+30.0 pts) + repeat_session_rate (+5.0 pts),"{""signups"": 30.0, ""calendar_bookings"": 30.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 3.2, ""page_views"": 3.0, ""repeat_session_rate"": 4.953, ""account_balance_usd"": 4.74, ""recent_pages_viewed"": 0.533}"
u0072,ethan_c_72,Toronto,male,desktop,378.95,9,2,11,2,1,0.5,0,0.0,0,0.0,3,0,3,3,1,0,1,0,2026-01-29 15:23:55+00:00,1.3974324033333334,0,40.2,medium,signups (+30.0 pts) + account_balance_usd (+4.3 pts) + repeat_session_rate (+3.7 pts),"{""signups"": 30.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 0.0, ""page_views"": 1.0, ""repeat_session_rate"": 3.692, ""account_balance_usd"": 4.307, ""recent_pages_viewed"": 1.2}"
u0073,jordan_m_73,Bangalore,non_binary,desktop,289.04,1,0,21,5,4,0.8,1,0.2,0,0.0,13,3,3,1,1,0,0,0,2026-01-30 05:03:54+00:00,0.827999532962963,0,18.38,low,repeat_session_rate (+5.0 pts) + pricing_page_views (+4.8 pts) + page_views (+4.3 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 4.8, ""page_views"": 4.333, ""repeat_session_rate"": 5.0, ""account_balance_usd"": 4.111, ""recent_pages_viewed"": 0.133}"
u0074,maya_g_74,Toronto,undisclosed,mobile,0.0,14,0,18,5,4,0.8,1,0.2,0,0.0,8,2,4,1,0,2,1,0,2026-01-30 13:09:27+00:00,0.490812032962963,0,50.23,medium,signups (+30.0 pts) + demo_request_clicks (+7.5 pts) + repeat_session_rate (+5.0 pts),"{""signups"": 30.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 7.5, ""pricing_page_views"": 3.2, ""page_views"": 2.667, ""repeat_session_rate"": 5.0, ""account_balance_usd"": 0.0, ""recent_pages_viewed"": 1.867}"
u0075,sarah_k_75,Bangalore,female,desktop,165.04,13,5,29,4,3,0.75,0,0.0,0,0.0,8,5,2,5,3,2,3,1,2026-01-27 09:54:27+00:00,3.626228699629629,1,88.46,high,signups (+30.0 pts) + calendar_bookings (+30.0 pts) + pricing_page_views (+8.0 pts),"{""signups"": 30.0, ""calendar_bookings"": 30.0, ""demo_request_clicks"": 7.5, ""pricing_page_views"": 8.0, ""page_views"": 2.667, ""repeat_session_rate"": 4.849, ""account_balance_usd"": 3.707, ""recent_pages_viewed"": 1.733}"
u0076,alex_chen_76,Toronto,non_binary,desktop,836.25,6,3,33,5,4,0.8,0,0.0,0,0.0,12,2,6,5,4,3,1,0,2026-01-30 20:56:06+00:00,0.16674953296296297,0,59.13,medium,signups (+30.0 pts) + demo_request_clicks (+11.2 pts) + repeat_session_rate (+5.0 pts),"{""signups"": 30.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 11.25, ""pricing_page_views"": 3.2, ""page_views"": 4.0, ""repeat_session_rate"": 5.0, ""account_balance_usd"": 4.88, ""recent_pages_viewed"": 0.8}"
u0077,mike_t_77,San Francisco,male,desktop,254.83,3,0,12,3,2,0.6666666666666666,1,0.3333333333333333,0,0.0,8,1,1,2,0,0,0,0,2026-01-30 18:29:44+00:00,0.2683930514814815,0,13.26,low,repeat_session_rate (+4.6 pts) + account_balance_usd (+4.0 pts) + page_views (+2.7 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 1.6, ""page_views"": 2.667, ""repeat_session_rate"": 4.572, ""account_balance_usd"": 4.02, ""recent_pages_viewed"": 0.4}"
u0078,daniel_r_78,New York,undisclosed,desktop,0.0,3,2,13,3,2,0.6666666666666666,1,0.3333333333333333,0,0.0,7,0,5,1,0,0,0,0,2026-01-28 08:42:55+00:00,2.6759046255555554,0,7.21,low,repeat_session_rate (+4.5 pts) + page_views (+2.3 pts) + recent_pages_viewed (+0.4 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 0.0, ""page_views"": 2.333, ""repeat_session_rate"": 4.472, ""account_balance_usd"": 0.0, ""recent_pages_viewed"": 0.4}"
u0079,ethan_c_79,San Francisco,female,desktop,384.4,14,3,14,3,2,0.6666666666666666,0,0.0,0,0.0,2,3,4,3,2,0,0,0,2026-01-28 20:13:26+00:00,2.1963791625925926,0,16.14,low,pricing_page_views (+4.8 pts) + repeat_session_rate (+4.5 pts) + account_balance_usd (+4.3 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 4.8, ""page_views"": 0.667, ""repeat_session_rate"": 4.492, ""account_balance_usd"": 4.317, ""recent_pages_viewed"": 1.867}"
u0080,guest_80,San Francisco,non_binary,desktop,178.29,8,4,14,5,4,0.8,0,0.0,0,0.0,8,0,5,0,0,0,1,0,2026-01-28 20:29:44+00:00,2.1850597181481484,0,42.5,medium,signups (+30.0 pts) + repeat_session_rate (+5.0 pts) + account_balance_usd (+3.8 pts),"{""signups"": 30.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 0.0, ""page_views"": 2.667, ""repeat_session_rate"": 5.0, ""account_balance_usd"": 3.762, ""recent_pages_viewed"": 1.067}"
u0081,olivia_s_81,Toronto,non_binary,mobile,637.24,8,1,17,5,4,0.8,2,0.4,0,0.0,9,2,2,1,3,0,0,0,2026-01-30 08:53:30+00:00,0.6685550885185185,0,16.95,low,repeat_session_rate (+5.0 pts) + account_balance_usd (+4.7 pts) + pricing_page_views (+3.2 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 3.2, ""page_views"": 3.0, ""repeat_session_rate"": 5.0, ""account_balance_usd"": 4.683, ""recent_pages_viewed"": 1.067}"
u0082,sarah_k_82,Toronto,male,desktop,72.85,15,0,6,1,0,0.0,0,0.0,0,0.0,2,0,2,1,1,0,0,0,2026-01-28 00:44:26+00:00,3.008184718148148,0,6.91,low,account_balance_usd (+3.1 pts) + recent_pages_viewed (+2.0 pts) + repeat_session_rate (+1.1 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 0.0, ""page_views"": 0.667, ""repeat_session_rate"": 1.125, ""account_balance_usd"": 3.119, ""recent_pages_viewed"": 2.0}"
u0083,jordan_m_83,San Francisco,undisclosed,desktop,562.5,10,1,6,3,2,0.6666666666666666,2,0.6666666666666666,0,0.0,4,0,2,0,0,0,0,0,2026-01-25 07:05:30+00:00,5.7435550885185185,0,11.6,low,account_balance_usd (+4.6 pts) + repeat_session_rate (+4.3 pts) + page_views (+1.3 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 0.0, ""page_views"": 1.333, ""repeat_session_rate"": 4.344, ""account_balance_usd"": 4.592, ""recent_pages_viewed"": 1.333}"
u0084,jordan_m_84,Bangalore,non_binary,mobile,0.0,13,2,12,3,2,0.6666666666666666,1,0.3333333333333333,0,0.0,6,3,2,0,1,0,0,0,2026-01-30 15:19:09+00:00,0.4007425885185185,0,13.1,low,pricing_page_views (+4.8 pts) + repeat_session_rate (+4.6 pts) + page_views (+2.0 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 4.8, ""page_views"": 2.0, ""repeat_session_rate"": 4.567, ""account_balance_usd"": 0.0, ""recent_pages_viewed"": 1.733}"
u0085,guest_85,Bangalore,female,mobile,688.26,15,0,12,5,4,0.8,2,0.4,0,0.0,6,1,4,1,0,0,0,0,2026-01-29 00:24:29+00:00,2.022038884814815,0,15.34,low,repeat_session_rate (+5.0 pts) + account_balance_usd (+4.7 pts) + page_views (+2.0 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 1.6, ""page_views"": 2.0, ""repeat_session_rate"": 5.0, ""account_balance_usd"": 4.739, ""recent_pages_viewed"": 2.0}"
u0086,jordan_m_86,New York,undisclosed,mobile,105.38,13,5,20,4,3,0.75,1,0.25,0,0.0,8,3,6,1,1,1,0,0,2026-01-30 22:48:22+00:00,0.08878657,0,21.33,low,repeat_session_rate (+5.0 pts) + pricing_page_views (+4.8 pts) + demo_request_clicks (+3.8 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 3.75, ""pricing_page_views"": 4.8, ""page_views"": 2.667, ""repeat_session_rate"": 4.996, ""account_balance_usd"": 3.384, ""recent_pages_viewed"": 1.733}"
u0087,sarah_k_87,New York,female,desktop,0.0,9,5,12,2,1,0.5,0,0.0,0,0.0,6,1,3,2,0,0,0,0,2026-01-26 17:25:31+00:00,4.312987958888889,0,8.37,low,repeat_session_rate (+3.6 pts) + page_views (+2.0 pts) + pricing_page_views (+1.6 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 1.6, ""page_views"": 2.0, ""repeat_session_rate"": 3.57, ""account_balance_usd"": 0.0, ""recent_pages_viewed"": 1.2}"
u0088,chris_j_88,New York,undisclosed,mobile,681.73,0,0,8,1,0,0.0,0,0.0,0,0.0,5,1,0,2,0,0,0,0,2026-01-29 17:15:22+00:00,1.32003657,0,9.19,low,account_balance_usd (+4.7 pts) + page_views (+1.7 pts) + pricing_page_views (+1.6 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 1.6, ""page_views"": 1.667, ""repeat_session_rate"": 1.195, ""account_balance_usd"": 4.732, ""recent_pages_viewed"": 0.0}"
u0089,daniel_r_89,London,male,mobile,21.7,14,2,21,4,3,0.75,0,0.0,0,0.0,11,0,6,2,1,1,0,0,2026-01-30 19:45:21+00:00,0.21588147740740743,0,16.54,low,repeat_session_rate (+5.0 pts) + demo_request_clicks (+3.8 pts) + page_views (+3.7 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 3.75, ""pricing_page_views"": 0.0, ""page_views"": 3.667, ""repeat_session_rate"": 4.991, ""account_balance_usd"": 2.264, ""recent_pages_viewed"": 1.867}"
u0090,priya_p_90,New York,non_binary,desktop,0.0,10,4,22,5,4,0.8,0,0.0,0,0.0,13,2,6,0,1,0,0,0,2026-01-29 00:53:29+00:00,2.001899995925926,0,13.87,low,repeat_session_rate (+5.0 pts) + page_views (+4.3 pts) + pricing_page_views (+3.2 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 3.2, ""page_views"": 4.333, ""repeat_session_rate"": 5.0, ""account_balance_usd"": 0.0, ""recent_pages_viewed"": 1.333}"
u0091,alex_chen_91,London,undisclosed,desktop,47.62,3,3,13,2,1,0.5,0,0.0,0,0.0,5,1,1,3,1,1,1,0,2026-01-30 11:44:14+00:00,0.5499902737037037,0,43.96,medium,signups (+30.0 pts) + demo_request_clicks (+3.8 pts) + repeat_session_rate (+3.7 pts),"{""signups"": 30.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 3.75, ""pricing_page_views"": 1.6, ""page_views"": 1.667, ""repeat_session_rate"": 3.727, ""account_balance_usd"": 2.816, ""recent_pages_viewed"": 0.4}"
u0092,guest_92,San Francisco,non_binary,desktop,287.23,10,5,16,4,3,0.75,0,0.0,0,0.0,8,0,5,2,1,0,0,0,2026-01-30 09:28:09+00:00,0.6444925885185185,0,13.08,low,repeat_session_rate (+5.0 pts) + account_balance_usd (+4.1 pts) + page_views (+2.7 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 0.0, ""page_views"": 2.667, ""repeat_session_rate"": 4.973, ""account_balance_usd"": 4.106, ""recent_pages_viewed"": 1.333}"
u0093,nina_d_93,Toronto,female,desktop,310.15,5,5,20,4,3,0.75,0,0.0,0,0.0,9,2,3,1,0,2,1,2,2026-01-27 20:27:55+00:00,3.186321292222222,1,83.4,high,signups (+30.0 pts) + calendar_bookings (+30.0 pts) + demo_request_clicks (+7.5 pts),"{""signups"": 30.0, ""calendar_bookings"": 30.0, ""demo_request_clicks"": 7.5, ""pricing_page_views"": 3.2, ""page_views"": 3.0, ""repeat_session_rate"": 4.867, ""account_balance_usd"": 4.162, ""recent_pages_viewed"": 0.667}"
u0094,alex_chen_94,London,male,desktop,183.34,8,1,18,3,2,0.6666666666666666,0,0.0,0,0.0,6,2,3,1,1,2,1,2,2026-01-30 19:25:29+00:00,0.2296777737037037,1,82.12,high,signups (+30.0 pts) + calendar_bookings (+30.0 pts) + demo_request_clicks (+7.5 pts),"{""signups"": 30.0, ""calendar_bookings"": 30.0, ""demo_request_clicks"": 7.5, ""pricing_page_views"": 3.2, ""page_views"": 2.0, ""repeat_session_rate"": 4.574, ""account_balance_usd"": 3.782, ""recent_pages_viewed"": 1.067}"
u0095,nina_d_95,London,female,desktop,307.2,13,2,12,3,2,0.6666666666666666,0,0.0,0,0.0,3,3,0,4,0,0,0,2,2026-01-26 20:42:40+00:00,4.176078236666666,0,46.1,medium,calendar_bookings (+30.0 pts) + pricing_page_views (+4.8 pts) + repeat_session_rate (+4.4 pts),"{""signups"": 0.0, ""calendar_bookings"": 30.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 4.8, ""page_views"": 1.0, ""repeat_session_rate"": 4.409, ""account_balance_usd"": 4.155, ""recent_pages_viewed"": 1.733}"
u0096,mike_t_96,London,female,mobile,414.39,15,1,10,3,2,0.6666666666666666,1,0.3333333333333333,0,0.0,4,2,2,1,1,0,0,0,2026-01-26 19:43:45+00:00,4.216992588518518,0,15.31,low,repeat_session_rate (+4.4 pts) + account_balance_usd (+4.4 pts) + pricing_page_views (+3.2 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 3.2, ""page_views"": 1.333, ""repeat_session_rate"": 4.408, ""account_balance_usd"": 4.371, ""recent_pages_viewed"": 2.0}"
